"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"193","C. Moore","C. Moore","WR","HOU","10","","injury-status","Final W 37-21 vs JAX","45","-","-","-","21","22","227","2","-","-","-","-"
"194","J. Kelley","J. Kelley","RB","LAC","7","","injury-status","Final W 20-16 @ WAS","14","33","102","-","5","6","38","-","-","-","-","-"
"195","J. Johnson","J. Johnson","TE","NO","6","","injury-status","Final W 38-3 vs GB","46","-","-","-","13","22","159","4","-","-","-","-"
"196","D. Hilliard","D. Hilliard","RB","TEN","13","Ques","injury-status questionable","Final L 13-38 vs ARI","61","56","350","2","19","26","87","-","-","-","-","-"
"197","R. Burkhead","R. Burkhead","RB","HOU","10","","injury-status","Final W 37-21 vs JAX","91","122","427","3","25","32","186","-","-","1","-","-"
"198","D. Fitzpatrick","D. Fitzpatrick","WR","TEN","13","Ques","injury-status questionable","Final L 13-38 vs ARI","13","-","-","-","5","8","49","1","-","-","-","-"
"199","M. Ammendola","M. Ammendola","K, P - NYJ(6)","","","","injury-status","Final L 14-19 @ CAR","48","-","-","-","-","-","-","-","-","-","-","-"
"200","C. Herndon","C. Herndon","TE","MIN","7","","injury-status","Final L 24-27 @ CIN","12","-","-","-","4","7","40","1","-","-","-","-"
"201","J. Brissett","J. Brissett","QB","MIA","14","","injury-status","Final W 17-16 @ NE","70","19","70","1","-","-","-","-","141","225","1283","5"
"202","C. Evans","C. Evans","RB","CIN","10","","injury-status","Final W 27-24 vs MIN","42","17","77","-","15","17","151","2","-","-","-","-"
"203","M. Breida","M. Breida","RB","BUF","7","","injury-status","Final L 16-23 vs PIT","38","26","125","1","7","9","72","2","-","-","-","-"
"204","C. Blewitt","C. Blewitt","K","CLE","13","","injury-status","Final L 29-33 @ KC","8","-","-","-","-","-","-","-","-","-","-","-"
"205","K. Granson","K. Granson","TE","IND","14","","injury-status","Final L 16-28 vs SEA","16","-","-","-","11","15","106","-","-","-","-","-"
"206","P. Brown","P. Brown","TE","HOU","10","","injury-status","Final W 37-21 vs JAX","26","-","-","-","23","34","171","-","-","-","-","-"
"207","D. Dallas","D. Dallas","RB","SEA","9","","injury-status","Final W 28-16 @ IND","50","33","138","2","21","23","133","-","-","-","-","-"
"208","G. Ward","G. Ward","WR","PHI","14","","injury-status","Final W 32-6 @ ATL","31","-","-","-","7","11","95","3","1","2","2","-"
"209","C. Conley","C. Conley","WR","HOU","10","","injury-status","Final W 37-21 vs JAX","53","1","3","-","22","37","323","2","-","-","-","-"
"210","B. Bolden","B. Bolden","RB","NE","14","","injury-status","Final L 16-17 vs MIA","103","44","226","1","41","49","405","2","-","-","-","-"
"211","T. Tremble","T. Tremble","TE","CAR","13","Ques","injury-status questionable","Final W 19-14 vs NYJ","43","3","11","1","20","35","180","1","-","-","-","-"
"212","D. Johnson","D. Johnson","RB","MIA","14","","injury-status","Final W 17-16 @ NE","57","71","330","3","4","5","41","-","-","-","-","-"
"213","T. Sweeney","T. Sweeney","TE","BUF","7","Out","injury-status out","Final L 16-23 vs PIT","14","-","-","-","9","12","44","1","-","-","-","-"
"214","A. McFarland","A. McFarland","RB","PIT","7","","injury-status","Final W 23-16 @ BUF","2","3","3","-","1","1","11","-","-","-","-","-"
"215","B. Bortles","B. Bortles","QB","NO","6","","injury-status","Final W 38-3 vs GB","-","-","-","-","-","-","-","-","-","-","-","-"
"216","T. Cohen","T. Cohen","RB","CHI","10","","injury-status","Final L 14-34 @ LAR","-","-","-","-","-","-","-","-","-","-","-","-"
"217","K. Rudolph","K. Rudolph","TE","NYG","10","","injury-status","Final L 13-27 vs DEN","47","-","-","-","26","39","257","1","-","-","-","-"
"218","T. Burton","T. Burton","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"219","T. Fulgham","T. Fulgham","WR","DEN","11","","injury-status","Final W 27-13 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"220","P. Hart","P. Hart","WR","SEA","9","Ques","injury-status questionable","Final W 28-16 @ IND","9","-","-","-","7","12","59","-","-","-","-","-"
"221","J. Gordon","J. Gordon","WR","KC","12","","injury-status","Final W 33-29 vs CLE","12","-","-","-","5","14","32","1","-","-","-","-"
"222","A. Isabella","A. Isabella","WR","ARI","12","Ques","injury-status questionable","Final W 38-13 @ TEN","2","-","-","-","1","1","13","-","-","-","-","-"
"223","C. Uzomah","C. Uzomah","TE","CIN","10","Ques","injury-status questionable","Final W 27-24 vs MIN","104","-","-","-","49","63","493","5","-","-","-","-"
"224","T. Benson","T. Benson","WR","DET","9","","injury-status","Final L 33-41 vs SF","15","-","-","-","10","22","103","-","-","-","-","-"
"225","A. Collins","A. Collins","RB","SEA","9","","injury-status","Final W 28-16 @ IND","63","108","411","2","9","10","87","-","-","-","-","-"
"226","S. Gostkowski","S. Gostkowski","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"227","R. McCloud","R. McCloud","WR","PIT","7","","injury-status","Final W 23-16 @ BUF","43","2","15","-","39","66","277","-","-","-","-","-"
"228","K. Juszczyk","K. Juszczyk","RB","SF","6","","injury-status","Final W 41-33 @ DET","59","8","22","1","30","38","296","1","-","-","-","-"
"229","M. Boone","M. Boone","RB","DEN","11","","injury-status","Final W 27-13 @ NYG","7","4","35","-","2","2","22","-","-","-","-","-"
"230","T. Montgomery","T. Montgomery","RB","NO","6","","injury-status","Final W 38-3 vs GB","22","15","44","-","16","26","95","-","-","-","-","-"
"231","G. Swaim","G. Swaim","TE","TEN","13","Ques","injury-status questionable","Final L 13-38 vs ARI","55","-","-","-","31","40","210","3","-","-","-","-"
"232","T. Sherfield","T. Sherfield","WR","SF","6","","injury-status","Final W 41-33 @ DET","21","-","-","-","9","20","87","1","-","-","-","-"
"233","J. Darden","J. Darden","WR","TB","9","","injury-status","Final W 31-29 vs DAL","8","1","11","-","6","12","43","-","-","-","-","-"
"234","J. Richard","J. Richard","RB","LV","8","","injury-status","Final W 33-27 vs BAL","17","9","40","-","12","14","72","-","-","-","-","-"
"235","C. Hogan","C. Hogan","WR","","","","injury-status","BYE","12","-","-","-","4","8","41","1","-","-","-","-"
"236","K. Trask","K. Trask","QB","TB","9","","injury-status","Final W 31-29 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"237","D. Felton","D. Felton","RB","CLE","13","","injury-status","Final L 29-33 @ KC","39","7","24","-","18","21","181","2","-","-","-","-"
"238","C. Wilson","C. Wilson","WR","DAL","7","","injury-status","Final L 29-31 @ TB","122","2","11","-","45","61","602","6","3","3","88","-"
"239","L. Humphrey","L. Humphrey","WR","NO","6","","injury-status","Final W 38-3 vs GB","43","-","-","-","13","18","249","2","-","-","-","-"
"240","J. Hightower","J. Hightower","WR","PHI","14","","injury-status","Final W 32-6 @ ATL","-1","-","-","-","-","-","-","-","-","-","-","-"
"241","J. O'Shaughnessy","J. O'Shaughnessy","TE","JAX","7","","injury-status","Final L 21-37 @ HOU","38","-","-","-","24","34","244","-","-","-","-","-"
"242","R. Seals-Jones","R. Seals-Jones","TE","WAS","9","Ques","injury-status questionable","Final L 16-20 vs LAC","54","-","-","-","30","49","271","2","-","-","-","-"
"243","P. Dorsett","P. Dorsett","WR","HOU","10","","injury-status","Final W 37-21 vs JAX","15","1","-","-","7","14","110","-","-","-","-","-"
"244","K. Vaughn","K. Vaughn","RB","TB","9","","injury-status","Final W 31-29 vs DAL","35","36","180","2","4","8","26","-","-","-","-","-"
"245","W. Snead","W. Snead","WR","CAR","13","","injury-status","Final W 19-14 vs NYJ","6","-","-","-","4","8","38","-","-","-","-","-"
"246","T. Kennedy","T. Kennedy","WR","DET","9","","injury-status","Final L 33-41 vs SF","15","-","-","-","6","10","54","-","1","1","75","1"
"247","R. James","R. James","WR","SF","6","","injury-status","Final W 41-33 @ DET","-","-","-","-","-","-","-","-","-","-","-","-"
"248","M. Glennon","M. Glennon","QB","NYG","10","","injury-status","Final L 13-27 vs DEN","35","7","33","1","-","-","-","-","90","167","790","4"
"249","A. Jeffery","A. Jeffery","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"250","J. Wilkins","J. Wilkins","RB","TEN","13","","injury-status","Final L 13-38 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"251","K. Yeboah","K. Yeboah","TE","NYJ","6","IR","injury-status ir","Final L 14-19 @ CAR","5","-","-","-","2","3","36","-","-","-","-","-"
"252","M. Johnson","M. Johnson","WR","TEN","13","","injury-status","Final L 13-38 vs ARI","20","2","-2","-","9","19","160","-","-","-","-","-"
"253","J. Proche","J. Proche","WR","BAL","8","","injury-status","Final L 27-33 @ LV","28","-","-","-","16","20","202","-","-","-","-","-"
"254","A. Humphries","A. Humphries","WR","WAS","9","","injury-status","Final L 16-20 vs LAC","59","-","-","-","41","62","383","-","-","-","-","-"
"255","L. Treadwell","L. Treadwell","WR","JAX","7","","injury-status","Final L 21-37 @ HOU","66","-","-","-","33","51","434","1","-","-","-","-"
"256","T. Siemian","T. Siemian","QB","NO","6","","injury-status","Final W 38-3 vs GB","90","9","20","1","-","-","-","-","108","188","1154","11"
"257","W. Dissly","W. Dissly","TE","SEA","9","","injury-status","Final W 28-16 @ IND","39","-","-","-","21","26","231","1","-","-","-","-"
"258","D. Keene","D. Keene","TE","NE","14","Ques","injury-status questionable","Final L 16-17 vs MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"259","R. Adams","R. Adams","WR","NYJ","10","","injury-status","Final L 14-19 @ CAR","-","-","-","-","-","1","-","-","-","-","-","-"
"260","C. Naggar","C. Naggar","K","DAL","13","","injury-status","Final L 29-31 @ TB","3","-","-","-","-","-","-","-","-","-","-","-"
"261","I. McKenzie","I. McKenzie","WR","BUF","7","","injury-status","Final L 16-23 vs PIT","41","9","47","1","20","26","178","1","-","-","-","-"
"262","J. Fromm","J. Fromm","QB","NYG","10","","injury-status","Final L 13-27 vs DEN","12","8","65","-","-","-","-","-","27","60","210","1"
"263","J. Smith","J. Smith","WR","NYJ","6","Ques","injury-status questionable","Final L 14-19 @ CAR","15","1","-1","-","8","17","113","-","-","-","-","-"
"264","T. Austin","T. Austin","WR","JAX","7","","injury-status","Final L 21-37 @ HOU","38","3","21","-","24","37","213","1","-","-","-","-"
"265","C. Beebe","C. Beebe","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"266","D. Funchess","D. Funchess","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"267","J. Harris","J. Harris","WR","LAR","11","","injury-status","Final W 34-14 vs CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"268","S. Sims","S. Sims","WR","PIT","7","Ques","injury-status questionable","Final W 23-16 @ BUF","-","-","-","-","-","-","-","-","-","-","-","-"
"269","D. Sample","D. Sample","TE","CIN","10","Ques","injury-status questionable","Final W 27-24 vs MIN","14","-","-","-","11","15","81","-","-","-","-","-"
"270","D. Gore","D. Gore","RB","KC","12","","injury-status","Final W 33-29 vs CLE","52","51","256","2","8","9","105","-","-","-","-","-"
"271","D. Watson","D. Watson","QB","HOU","10","PUP","injury-status pup","Final W 37-21 vs JAX","-","-","-","-","-","-","-","-","-","-","-","-"
"272","G. Tate","G. Tate","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"273","J. Hollister","J. Hollister","TE","JAX","7","","injury-status","Final L 21-37 @ HOU","16","-","-","-","9","14","55","1","-","-","-","-"
"274","K. Ballage","K. Ballage","RB","PIT","7","","injury-status","Final W 23-16 @ BUF","5","12","36","-","2","7","8","-","-","-","-","-"
"275","J. Deguara","J. Deguara","TE","GB","13","","injury-status","Final L 3-38 @ NO","49","-","-","-","25","33","245","2","-","-","-","-"
"276","J. Fortson","J. Fortson","TE","KC","12","Ques","injury-status questionable","Final W 33-29 vs CLE","19","-","-","-","5","5","47","2","-","-","-","-"
"277","A. Shaheen","A. Shaheen","TE","MIA","14","","injury-status","Final W 17-16 @ NE","17","-","-","-","12","16","110","-","-","-","-","-"
"278","K. Stills","K. Stills","WR","NO","6","","injury-status","Final W 38-3 vs GB","16","1","1","-","6","23","68","1","-","-","-","-"
"279","J. Howard","J. Howard","RB","PHI","14","","injury-status","Final W 32-6 @ ATL","62","86","406","3","2","5","19","-","-","-","-","-"
"280","D. Pettis","D. Pettis","WR","NYG","10","","injury-status","Final L 13-27 vs DEN","19","-","-","-","10","16","87","1","1","1","16","-"
"281","J. Kumerow","J. Kumerow","WR","BUF","7","Ques","injury-status questionable","Final L 16-23 vs PIT","4","-","-","-","2","6","28","-","-","-","-","-"
"282","A. Wesley","A. Wesley","WR","ARI","12","","injury-status","Final W 38-13 @ TEN","48","-","-","-","19","32","208","3","-","-","-","-"
"283","J. Horsted","J. Horsted","TE","CHI","10","","injury-status","Final L 14-34 @ LAR","15","-","-","-","2","3","21","2","-","-","-","-"
"284","F. Darby","F. Darby","WR","ATL","6","","injury-status","Final L 6-32 vs PHI","3","-","-","-","1","4","14","-","-","-","-","-"
"285","E. St. Brown","E. St. Brown","WR","GB","13","Ques","injury-status questionable","Final L 3-38 @ NO","16","3","14","-","9","17","98","-","-","-","-","-"
"286","B. Maher","B. Maher","K","NO","6","","injury-status","Final W 38-3 vs GB","58","-","-","-","-","-","-","-","-","-","-","-"
"287","M. Sanu","M. Sanu","WR","SF","6","","injury-status","Final W 41-33 @ DET","25","-","-","-","15","24","177","-","-","-","-","-"
"288","D. Smythe","D. Smythe","TE","MIA","14","","injury-status","Final W 17-16 @ NE","53","2","3","-","34","41","357","-","-","-","-","-"
"289","J. Flacco","J. Flacco","QB","NYJ","6","","injury-status","Final L 14-19 @ CAR","23","2","3","-","-","-","-","-","27","42","338","3"
"290","N. Boyle","N. Boyle","TE","BAL","8","","injury-status","Final L 27-33 @ LV","1","-","-","-","1","2","2","-","-","-","-","-"
"291","S. Phillips","S. Phillips","RB","HOU","10","","injury-status","Final W 37-21 vs JAX","3","6","13","-","2","3","9","-","-","-","-","-"
"292","H. Long","H. Long","TE","MIA","14","","injury-status","Final W 17-16 @ NE","1","-","-","-","1","3","8","-","-","-","-","-"
"293","I. Thomas","I. Thomas","TE","CAR","13","","injury-status","Final W 19-14 vs NYJ","28","-","-","-","18","30","188","-","-","-","-","-"
"294","C. Blake","C. Blake","WR","ATL","6","","injury-status","Final L 6-32 vs PHI","5","-","-","-","4","9","25","-","-","-","-","-"
"295","A. Dulin","A. Dulin","WR","IND","14","Ques","injury-status questionable","Final L 16-28 vs SEA","40","3","32","-","13","22","173","2","-","-","-","-"
"296","J. Oliver","J. Oliver","TE","BAL","8","","injury-status","Final L 27-33 @ LV","10","-","-","-","9","15","66","-","-","-","-","-"
"297","R. Patterson","R. Patterson","K","DET","9","","injury-status","Final L 33-41 vs SF","58","-","-","-","-","-","-","-","-","-","-","-"
"298","A. Walter","A. Walter","RB","NYJ","6","Ques","injury-status questionable","Final L 14-19 @ CAR","18","26","101","1","2","3","9","-","-","-","-","-"
"299","B. Skowronek","B. Skowronek","WR","LAR","11","","injury-status","Final W 34-14 vs CHI","19","-","-","-","11","20","133","-","-","-","-","-"
"300","B. Snell","B. Snell","RB","PIT","7","","injury-status","Final W 23-16 @ BUF","12","36","98","-","2","4","13","-","-","-","-","-"
"301","T. Huntley","T. Huntley","QB","BAL","8","","injury-status","Final L 27-33 @ LV","83","47","294","2","-","-","-","-","122","188","1081","3"
"302","D. Parham","D. Parham","TE","LAC","7","IR","injury-status ir","Final W 20-16 @ WAS","49","-","-","-","20","27","190","3","-","-","-","-"
"303","K. Forbath","K. Forbath","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"304","I. Ford","I. Ford","WR","MIA","14","","injury-status","Final W 17-16 @ NE","34","-","-","-","12","16","161","2","-","-","-","-"
"305","D. Harris","D. Harris","TE","ARI","12","","injury-status","Final W 38-13 @ TEN","3","-","-","-","3","6","10","-","-","-","-","-"
"306","D. Asiasi","D. Asiasi","TE","NE","14","","injury-status","Final L 16-17 vs MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"307","T. McKitty","T. McKitty","TE","LAC","7","","injury-status","Final W 20-16 @ WAS","8","-","-","-","6","8","45","-","-","-","-","-"
"308","N. Brown","N. Brown","WR","DAL","7","Ques","injury-status questionable","Final L 29-31 @ TB","26","-","-","-","16","25","184","-","-","-","-","-"
"309","M. Williams","M. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"310","D. Bryant","D. Bryant","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"311","B. Hundley","B. Hundley","QB","IND","14","","injury-status","Final L 16-28 vs SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"312","K. Johnson","K. Johnson","WR","SF","14","","injury-status","Final W 41-33 @ DET","-","-","-","-","-","-","-","-","-","-","-","-"
"313","C. Grayson","C. Grayson","WR","TB","9","","injury-status","Final W 31-29 vs DAL","40","1","14","-","10","12","212","2","-","-","-","-"
"314","M. Pruitt","M. Pruitt","TE","TEN","13","","injury-status","Final L 13-38 vs ARI","42","-","-","-","14","18","145","3","-","-","-","-"
"315","Z. Jones","Z. Jones","WR","LV","8","","injury-status","Final W 33-27 vs BAL","81","2","3","-","47","70","546","1","-","-","-","-"
"316","D. Fells","D. Fells","TE","TB","9","","injury-status","Final W 31-29 vs DAL","6","-","-","-","4","5","43","-","-","-","-","-"
