"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"1147","J. Jones","J. Jones","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1148","N. Shimonek","N. Shimonek","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1149","B. Mack","B. Mack","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1150","C. Litton","C. Litton","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1151","J. Weah","J. Weah","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1152","V. Smith","V. Smith","WR","TB","6","","injury-status","Final W 31-29 vs DAL","-","-","-","-","-","1","-","-","-","-","-","-"
"1153","T. Redding","T. Redding","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1154","J. Williams","J. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1155","J. Franks","J. Franks","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1156","R. Lawry","R. Lawry","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1157","T. Davis","T. Davis","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1158","R. Foster","R. Foster","WR","DAL","7","","injury-status","Final L 29-31 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"1159","A. Levrone","A. Levrone","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1160","G. Edwards","G. Edwards","RB","BAL","8","","injury-status","Final L 27-33 @ LV","-","-","-","-","-","-","-","-","-","-","-","-"
"1161","D. Marvin","D. Marvin","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1162","J. Roh","J. Roh","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1163","T. Mangen","T. Mangen","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1164","D. Gray","D. Gray","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1165","D. Clark","D. Clark","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1166","D. Byrd","D. Byrd","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1167","D. Marx","D. Marx","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1168","L. Jordan","L. Jordan","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1169","A. Ramesh","A. Ramesh","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1170","K. Lewis","K. Lewis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1171","D. Wells","D. Wells","TE","ARI","12","","injury-status","Final W 38-13 @ TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"1172","M. Baugh","M. Baugh","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1173","C. Hunt","C. Hunt","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1174","J. Barrett","J. Barrett","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1175","T. Williams","T. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1176","C. Scott","C. Scott","WR","TEN","13","","injury-status","Final L 13-38 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"1177","J. Reese","J. Reese","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1178","J. Wieneke","J. Wieneke","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1179","K. Robertson","K. Robertson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1180","M. Murdock","M. Murdock","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1181","T. Swanson","T. Swanson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1182","R. Gafford","R. Gafford","WR","GB","11","","injury-status","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"1183","E. Wolf","E. Wolf","TE","NO","6","","injury-status","Final W 38-3 vs GB","2","-","-","-","2","2","8","-","-","-","-","-"
"1184","A. Wadley","A. Wadley","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1185","D. Grayson","D. Grayson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1186","M. Earl","M. Earl","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1187","J. Chunn","J. Chunn","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1188","D. Sturm","D. Sturm","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1189","D. Scott","D. Scott","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1190","R. Bonnafon","R. Bonnafon","RB","WAS","13","","injury-status","Final L 16-20 vs LAC","3","1","4","-","2","2","12","-","-","-","-","-"
"1191","A. Vollert","A. Vollert","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1192","C. Willis","C. Willis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1193","L. McNitt","L. McNitt","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1194","M. Williams","M. Williams","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1195","D. Richard","D. Richard","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1196","K. Benkert","K. Benkert","QB","GB","13","","injury-status","Final L 3-38 @ NO","-0","2","-1","-","-","-","-","-","-","-","-","-"
"1197","J. Acklin","J. Acklin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1198","T. Quinn","T. Quinn","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1199","M. Carter","M. Carter","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1200","K. Kirkwood","K. Kirkwood","WR","CAR","13","","injury-status","Final W 19-14 vs NYJ","3","-","-","-","3","7","17","-","-","-","-","-"
"1201","S. Mitchell","S. Mitchell","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1202","A. Jennings","A. Jennings","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1203","L. Woodside","L. Woodside","QB","TEN","13","","injury-status","Final L 13-38 vs ARI","-1","6","-6","-","-","-","-","-","-","-","-","-"
"1204","A. Proehl","A. Proehl","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1205","D. Patterson","D. Patterson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1206","A. McGough","A. McGough","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1207","D. Etling","D. Etling","QB","GB","7","","injury-status","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"1208","J. Thomas","J. Thomas","TE - DET","","","","injury-status","Final L 33-41 vs SF","-","-","-","-","-","-","-","-","-","-","-","-"
"1209","N. Bawden","N. Bawden","RB","NYJ","6","","injury-status","Final L 14-19 @ CAR","3","-","-","-","1","1","20","-","-","-","-","-"
"1210","B. Scarbrough","B. Scarbrough","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1211","J. Wims","J. Wims","WR","LV","8","","injury-status","Final W 33-27 vs BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"1212","L. Falk","L. Falk","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1213","D. Cantrell","D. Cantrell","TE","WAS","9","Ques","injury-status questionable","Final L 16-20 vs LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"1214","D. Cain","D. Cain","WR","PHI","14","","injury-status","Final W 32-6 @ ATL","-","-","-","-","-","-","-","-","-","-","-","-"
"1215","R. Izzo","R. Izzo","TE","TEN","13","","injury-status","Final L 13-38 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"1216","T. Fumagalli","T. Fumagalli","TE","NE","14","","injury-status","Final L 16-17 vs MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"1217","D. Ratley","D. Ratley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1218","K. Johnson","K. Johnson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1219","J. Scott","J. Scott","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1220","D. Hamilton","D. Hamilton","WR","DEN","11","","injury-status","Final W 27-13 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"1221","M. Walton","M. Walton","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1222","K. Lauletta","K. Lauletta","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1223","D. Guice","D. Guice","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1224","M. Ateman","M. Ateman","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1225","D. Smith","D. Smith","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1226","S. Noil","S. Noil","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1227","A. Riles","A. Riles","WR","IND","14","","injury-status","Final L 16-28 vs SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"1228","S. Howard","S. Howard","QB","SEA","9","","injury-status","Final W 28-16 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"1229","J. Williams","J. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1230","A. Appleby","A. Appleby","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1231","F. House","F. House","TE","CHI","10","","injury-status","Final L 14-34 @ LAR","-","-","-","-","-","-","-","-","-","-","-","-"
"1232","A. Fulwood","A. Fulwood","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1233","N. Schuessler","N. Schuessler","QB","PIT","7","","injury-status","Final W 23-16 @ BUF","-","-","-","-","-","-","-","-","-","-","-","-"
"1234","Z. Terrell","Z. Terrell","QB","BAL","8","","injury-status","Final L 27-33 @ LV","-","-","-","-","-","-","-","-","-","-","-","-"
"1235","R. Shell","R. Shell","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1236","G. Scantling","G. Scantling","WR","ATL","6","","injury-status","Final L 6-32 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"1237","D. Virgies","D. Virgies","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1238","G. Coffee","G. Coffee","RB - SF","","","","injury-status","Final W 41-33 @ DET","-","-","-","-","-","-","-","-","-","-","-","-"
"1239","Q. McDuffie","Q. McDuffie","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1240","C. Daniel","C. Daniel","QB","LAC","7","","injury-status","Final W 20-16 @ WAS","-0","2","-2","-","-","-","-","-","-","-","-","-"
"1241","L. Atkins","L. Atkins","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1242","F. Owusu","F. Owusu","WR","","","NA","injury-status na","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1243","C. Bazile","C. Bazile","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1244","J. Robinson","J. Robinson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1245","J. Rosen","J. Rosen","QB","ATL","6","","injury-status","Final L 6-32 vs PHI","-1","-","-","-","-","-","-","-","2","11","19","-"
"1246","K. Taylor","K. Taylor","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1247","R. Cracraft","R. Cracraft","WR","SF","6","","injury-status","Final W 41-33 @ DET","1","-","-","-","-","-","-","-","-","-","-","-"
"1248","J. Evans","J. Evans","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1249","M. Leidner","M. Leidner","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1250","D. Sims","D. Sims","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1251","A. Price","A. Price","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1252","J. Liggins","J. Liggins","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1253","D. Williams","D. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1254","R. Davis","R. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1255","G. Hopper","G. Hopper","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1256","K. Lucas","K. Lucas","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1257","J. Staples","J. Staples","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1258","B. Riley","B. Riley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1259","D. Hampton","D. Hampton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1260","M. Bracy","M. Bracy","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1261","M. Estes","M. Estes","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1262","B. Radcliff","B. Radcliff","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1263","P. Howard","P. Howard","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1264","N. Iese","N. Iese","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1265","C. Germany","C. Germany","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1266","J. Rounds","J. Rounds","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1267","T. Armstrong Jr.","T. Armstrong Jr.","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1268","D. Victor","D. Victor","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1269","R. Wheelwright","R. Wheelwright","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1270","J. Westerkamp","J. Westerkamp","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1271","J. Seales","J. Seales","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1272","K. Whitfield","K. Whitfield","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1273","B. Cherry","B. Cherry","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1274","D. Hayes","D. Hayes","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1275","D. Olson","D. Olson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1276","D. Llorens","D. Llorens","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1277","A. Zaruba","A. Zaruba","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1278","D. Evans","D. Evans","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1279","F. Brown","F. Brown","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1280","C. Posey","C. Posey","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1281","S. Donatell","S. Donatell","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1282","B. Burns","B. Burns","TE","BAL","8","","injury-status","Final L 27-33 @ LV","-","-","-","-","-","-","-","-","-","-","-","-"
"1283","C. Pearson","C. Pearson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1284","A. Gray","A. Gray","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1285","J. Bacci","J. Bacci","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1286","S. Cotton","S. Cotton","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1287","B. Houston","B. Houston","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1288","M. Paige","M. Paige","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1289","P. Odom","P. Odom","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1290","S. Ryan","S. Ryan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1291","G. Pascascio","G. Pascascio","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1292","K. Mabon","K. Mabon","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1293","T. Ferguson","T. Ferguson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1294","K. Snead","K. Snead","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1295","K. Abdullah","K. Abdullah","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1296","T. Edmunds","T. Edmunds","RB","PIT","7","","injury-status","Final W 23-16 @ BUF","-","-","-","-","-","-","-","-","-","-","-","-"
"1297","A. Bailey","A. Bailey","QB","BAL","8","","injury-status","Final L 27-33 @ LV","-","-","-","-","-","-","-","-","-","-","-","-"
"1298","L. Clark","L. Clark","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1299","T. Swoopes","T. Swoopes","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1300","D. Rogers","D. Rogers","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","A. Brown","A. Brown","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1302","A. Scott","A. Scott","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1303","A. Patton","A. Patton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1304","E. Jenkins","E. Jenkins","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1305","S. Culkin","S. Culkin","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1306","B. Brown","B. Brown","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1307","C. Thompson","C. Thompson","TE","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","-","-","-","-","1","-","-","-","-","-","-"
"1308","K. Johnson","K. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1309","L. Tillery","L. Tillery","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1310","K. Walker","K. Walker","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1311","I. Mathers","I. Mathers","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1312","A. Etta-Tawo","A. Etta-Tawo","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1313","T. Cook","T. Cook","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1314","C. Bluiett","C. Bluiett","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1315","S. Hill","S. Hill","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1316","D. Gray","D. Gray","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1317","Z. Conque","Z. Conque","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1318","E. Baylis","E. Baylis","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1319","N. Thomas","N. Thomas","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1320","M. Rector","M. Rector","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1321","D. Ford","D. Ford","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1322","B. Barnes","B. Barnes","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1323","K. Sloter","K. Sloter","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1324","A. Nash","A. Nash","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1325","B. Brown","B. Brown","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1326","T. McNamara","T. McNamara","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1327","F. Stevenson","F. Stevenson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1328","A. Phillips","A. Phillips","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1329","T. Gentry","T. Gentry","WR","BUF","7","","injury-status","Final L 16-23 vs PIT","-","-","-","-","-","-","-","-","-","-","-","-"
"1330","M. Crabtree","M. Crabtree","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1331","J. Bouagnon","J. Bouagnon","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1332","K. Towbridge","K. Towbridge","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1333","D. Shorts","D. Shorts","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1334","J. Johnson","J. Johnson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1335","J. Croom","J. Croom","TE","PHI","14","","injury-status","Final W 32-6 @ ATL","-","-","-","-","-","-","-","-","-","-","-","-"
"1336","S. Wroblewski","S. Wroblewski","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1337","J. Summers","J. Summers","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1338","T. Knight","T. Knight","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1339","K. Hogan","K. Hogan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1340","T. Dural","T. Dural","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1341","D. Redding","D. Redding","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1342","B. Johnson","B. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1343","G. Marks","G. Marks","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1344","J. Robinson-Woodgett","J. Robinson-Woodgett","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1345","T. Stevens","T. Stevens","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1346","A. Moore","A. Moore","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1347","W. Houston","W. Houston","TE","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"1348","G. Dieter","G. Dieter","WR","KC","12","","injury-status","Final W 33-29 vs CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"1349","W. Stanback","W. Stanback","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1350","B. Wilson","B. Wilson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1351","T. Sperbeck","T. Sperbeck","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1352","S. Liufau","S. Liufau","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1353","T. McCloskey","T. McCloskey","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1354","K. Cannon","K. Cannon","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1355","V. Bolden","V. Bolden","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1356","K. Hatcher","K. Hatcher","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1357","C. Harris","C. Harris","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1358","B. Estime","B. Estime","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1359","A. Carr","A. Carr","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1360","R. Shelton","R. Shelton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1361","J. Price","J. Price","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1362","T. Newby","T. Newby","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1363","W. Lunt","W. Lunt","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1364","D. Stringfellow","D. Stringfellow","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1365","D. Morgan","D. Morgan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1366","M. Lewis","M. Lewis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1367","K. Phillips","K. Phillips","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1368","A. Peck","A. Peck","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1369","S. Williams","S. Williams","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1370","M. Madaris","M. Madaris","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1371","D. Laufasa","D. Laufasa","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1372","K. Hamilton","K. Hamilton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1373","F. Ross","F. Ross","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1374","A. Duke","A. Duke","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1375","R. Ortiz","R. Ortiz","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1376","T. Mizzell","T. Mizzell","RB","NYG","10","Ques","injury-status questionable","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"1377","L. Jacobs","L. Jacobs","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
