"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"2189","A. Graham","A. Graham","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2190","J. Shenker","J. Shenker","TE","LV","8","","injury-status","Final W 17-16 @ DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2191","T. Harrison","T. Harrison","WR","TEN","10","","injury-status","Final L 15-16 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"2192","J. Matthews","J. Matthews","WR","HOU","6","","injury-status","Final L 9-25 @ BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2193","K. Leach","K. Leach","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2194","T. Grimes","T. Grimes","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2195","D. Daniels","D. Daniels","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2196","N. Adkins","N. Adkins","TE","DEN","12","Out","injury-status out","Final L 16-17 vs LV","4","-","-","-","4","5","22","-","-","-","-","-"
"2197","I. Bowser","I. Bowser","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2198","R. Miller","R. Miller","WR","TB","9","","injury-status","Final W 20-17 @ MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2199","K. Warner","K. Warner","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2200","T. Barber","T. Barber","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2201","T. Taula","T. Taula","TE","TB","9","","injury-status","Final W 20-17 @ MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2202","R. Brown","R. Brown","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2203","B. Burmeister","B. Burmeister","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2204","N. Henderson","N. Henderson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2205","S. Ryan","S. Ryan","WR","BAL","7","","injury-status","Final W 25-9 vs HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"2206","B. Walker","B. Walker","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2207","O. Wright","O. Wright","RB","BAL","7","","injury-status","Final W 25-9 vs HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"2208","D. Demus","D. Demus","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2209","T. Vokolek","T. Vokolek","TE","ARI","8","","injury-status","Final L 16-20 @ WAS","-","-","-","-","-","-","-","-","-","-","-","-"
"2210","J. Lumpkin","J. Lumpkin","TE","DEN","12","","injury-status","Final L 16-17 vs LV","-","-","-","-","-","-","-","-","-","-","-","-"
"2211","J. Mims","J. Mims","RB","NO","11","","injury-status","Final W 16-15 vs TEN","-","-","-","-","-","2","-","-","-","-","-","-"
"2212","T. Shavers","T. Shavers","WR","BUF","7","","injury-status","Final L 16-22 @ NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"2213","J. Blackman","J. Blackman","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2214","D. Davis","D. Davis","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2215","C. Coleman","C. Coleman","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2216","K. Case","K. Case","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2217","T. Adams","T. Adams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2218","T. Greaney","T. Greaney","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2219","C. Cota","C. Cota","WR","HOU","6","","injury-status","Final L 9-25 @ BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2220","K. Thompson","K. Thompson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2221","J. Vann","J. Vann","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2222","N. Remigio","N. Remigio","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2223","T. Luther","T. Luther","WR","NE","14","","injury-status","Final L 20-25 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2224","E. Jenkins","E. Jenkins","TE","LV","8","","injury-status","Final W 17-16 @ DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2225","B. Westfield","B. Westfield","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2226","Z. Scott","Z. Scott","RB","IND","11","Ques","injury-status questionable","Final L 21-31 vs JAX","-","-","-","-","-","-","-","-","-","-","-","-"
"2227","R. Jones","R. Jones","TE","NYG","14","","injury-status","Final L 0-40 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2228","C. Chrest","C. Chrest","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2229","D. Hagans","D. Hagans","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2230","J. King","J. King","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2231","B. Russell","B. Russell","TE","SEA","8","","injury-status","Final L 13-30 vs LAR","-","-","-","-","-","-","-","-","-","-","-","-"
"2232","J. Ngata","J. Ngata","WR","PHI","9","","injury-status","Final W 25-20 @ NE","-","-","-","-","-","-","-","-","-","-","-","-"
"2233","H. Hall","H. Hall","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2234","A. Cruickshank","A. Cruickshank","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2235","T. Pitts","T. Pitts","WR","GB","5","Ques","injury-status questionable","Final W 38-20 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2236","D. Caffrey","D. Caffrey","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2237","A. Szmyt","A. Szmyt","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2238","R. Burns","R. Burns","RB","CHI","5","","injury-status","Final L 20-38 vs GB","-","-","-","-","-","-","-","-","-","-","-","-"
"2239","S. Jackson","S. Jackson","WR","CIN","10","","injury-status","Final L 3-24 @ CLE","-","-","-","-","-","1","-","-","-","-","-","-"
"2240","C. Smith","C. Smith","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2241","M. Hippenhammer","M. Hippenhammer","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2242","P. Murtagh","P. Murtagh","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2243","J. Saylors","J. Saylors","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2244","I. Winstead","I. Winstead","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2245","C. Trahan","C. Trahan","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2246","C. Tyler","C. Tyler","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2247","T. Lindsey","T. Lindsey","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2248","N. Gindorff","N. Gindorff","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2249","G. Hebert","G. Hebert","TE","PHI","9","","injury-status","Final W 25-20 @ NE","-","-","-","-","-","-","-","-","-","-","-","-"
"2250","J. Hall","J. Hall","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2251","M. Cooper","M. Cooper","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2252","H. Ahlers","H. Ahlers","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2253","T. Morgan","T. Morgan","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2254","C. McDonald","C. McDonald","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2255","H. Pearson","H. Pearson","RB","GB","5","","injury-status","Final W 38-20 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2256","D. Watts","D. Watts","WR","PIT","5","","injury-status","Final L 7-30 vs SF","-","-","-","-","-","-","-","-","-","-","-","-"
"2257","B. Whiteheart","B. Whiteheart","TE","ARI","8","Ques","injury-status questionable","Final L 16-20 @ WAS","-","-","-","-","-","-","-","-","-","-","-","-"
"2258","J. Honigford","J. Honigford","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2259","M. Flowers","M. Flowers","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2260","J. Marshall","J. Marshall","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2261","K. Harris","K. Harris","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2262","Z. Malone","Z. Malone","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2263","C. Washington","C. Washington","RB","ATL","5","","injury-status","Final W 24-10 vs CAR","-","-","-","-","-","-","-","-","-","-","-","-"
"2264","D. Arias","D. Arias","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2265","R. Awatt","R. Awatt","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2266","K. Laborn","K. Laborn","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2267","J. Colletto","J. Colletto","RB","PIT","5","","injury-status","Final L 7-30 vs SF","-","-","-","-","-","-","-","-","-","-","-","-"
"2268","S. Wyatt","S. Wyatt","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2269","D. Winn","D. Winn","QB","LAR","8","","injury-status","Final W 30-13 @ SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"2270","X. Smith","X. Smith","WR","LAR","8","","injury-status","Final W 30-13 @ SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"2271","T. DeMorat","T. DeMorat","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2272","Z. Bowens","Z. Bowens","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2273","J. Sample","J. Sample","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2274","B. Tremayne","B. Tremayne","WR","WAS","12","","injury-status","Final W 20-16 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"2275","C. Sims","C. Sims","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2276","T. Hudson","T. Hudson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2277","L. Taylor","L. Taylor","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2278","O. Martin","O. Martin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2279","J. Jenkins","J. Jenkins","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2280","P. Wilson","P. Wilson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2281","M. Ezeike","M. Ezeike","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2282","T. Hoosman","T. Hoosman","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2283","T. Bynum","T. Bynum","WR","LAC","12","","injury-status","Final L 34-36 vs MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"2284","J. Wilson","J. Wilson","TE","GB","5","","injury-status","Final W 38-20 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2285","S. Barnett","S. Barnett","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2286","S. Davis","S. Davis","WR","NO","11","","injury-status","Final W 16-15 vs TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2287","S. Thompson","S. Thompson","RB","DAL","10","","injury-status","Final W 40-0 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"2288","C. McClelland","C. McClelland","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2289","M. Lewis","M. Lewis","TE","CHI","5","","injury-status","Final L 20-38 vs GB","11","-","-","-","4","5","29","1","-","-","-","-"
"2290","K. Jackson","K. Jackson","WR","TEN","10","","injury-status","Final L 15-16 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"2291","B. Potter","B. Potter","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2292","M. Pottebaum","M. Pottebaum","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2293","C. Johnson","C. Johnson","WR","TB","9","","injury-status","Final W 20-17 @ MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2294","M. Knowles","M. Knowles","WR","MIN","6","","injury-status","Final L 17-20 vs TB","-","-","-","-","-","-","-","-","-","-","-","-"
"2295","J. Podlesny","J. Podlesny","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2296","T. Thomas","T. Thomas","WR","MIN","6","","injury-status","Final L 17-20 vs TB","-","-","-","-","-","-","-","-","-","-","-","-"
"2297","K. Allen","K. Allen","WR","WAS","12","","injury-status","Final W 20-16 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"2298","M. Tinsley","M. Tinsley","WR","WAS","12","","injury-status","Final W 20-16 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"2299","A. Martinez","A. Martinez","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2300","R. Burns","R. Burns","RB","CHI","5","","injury-status","Final L 20-38 vs GB","-","-","-","-","-","-","-","-","-","-","-","-"
"2301","J. Wayne","J. Wayne","WR","HOU","6","","injury-status","Final L 9-25 @ BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2302","C. Dowell","C. Dowell","WR","TEN","10","","injury-status","Final L 15-16 @ NO","1","-","-","-","1","2","3","-","-","-","-","-"
"2303","J. Brooks","J. Brooks","WR","DAL","10","","injury-status","Final W 40-0 @ NYG","9","-","-","-","6","6","64","-","-","-","-","-"
"2304","G. DuBose","G. DuBose","WR","GB","5","Ques","injury-status questionable","Final W 38-20 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2305","S. Gostkowski","S. Gostkowski","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2306","M. Landers","M. Landers","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2307","T. Dye","T. Dye","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2308","P. Invalid","P. Invalid","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2309","X. Valladay","X. Valladay","RB","NYJ","9","","injury-status","Final W 22-16 vs BUF","-","-","-","-","-","-","-","-","-","-","-","-"
"2310","A. Quevedo","A. Quevedo","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2311","T. Benjamin","T. Benjamin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2312","M. Sanu","M. Sanu","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2313","M. Ibrahim","M. Ibrahim","RB","DET","8","","injury-status","Final W 21-20 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"2314","L. Miller","L. Miller","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2315","N. Foles","N. Foles","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2316","J. Wayne","J. Wayne","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2317","B. Willis","B. Willis","TE","SF","14","","injury-status","Final W 30-7 @ PIT","-","-","-","-","-","-","-","-","-","-","-","-"
"2318","C. Peoples","C. Peoples","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2319","M. Golden","M. Golden","WR","GB","5","","injury-status","Final W 38-20 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2320","J. Royals","J. Royals","WR","KC","10","Ques","injury-status questionable","Final L 20-21 vs DET","-","-","-","-","-","-","-","-","-","-","-","-"
"2321","T. Rutenbeck","T. Rutenbeck","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2322","N. Noel","N. Noel","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2323","D. Edwards","D. Edwards","RB","WAS","12","","injury-status","Final W 20-16 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"2324","X. White","X. White","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2325","C. Stover","C. Stover","TE","HOU","6","","injury-status","Final L 9-25 @ BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2326","D. Culp","D. Culp","TE","TB","9","","injury-status","Final W 20-17 @ MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2327","J. Calhoun","J. Calhoun","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2328","D. Miller","D. Miller","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2329","T. Keaton","T. Keaton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2330","K. Smith","K. Smith","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2331","D. Maye","D. Maye","QB","NE","14","","injury-status","Final L 20-25 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2332","T. Robinson","T. Robinson","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2333","A. Torres","A. Torres","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2334","M. Bernard","M. Bernard","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2335","B. Bryant","B. Bryant","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2336","Z. D'Orazio","Z. D'Orazio","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2337","K. Harper","K. Harper","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2338","P. Thorne","P. Thorne","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2339","D. Neal","D. Neal","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2340","R. Taylor","R. Taylor","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2341","D. Harper","D. Harper","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2342","J. Keeney-James","J. Keeney-James","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2343","R. Hamilton","R. Hamilton","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2344","C. Fajardo","C. Fajardo","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2345","R. Owens","R. Owens","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2346","J. Rumph","J. Rumph","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2347","Z. Brooks","Z. Brooks","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2348","P. Mafah","P. Mafah","RB","DAL","10","IR","injury-status ir","Final W 40-0 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"2349","J. Burton","J. Burton","WR","CIN","10","Ques","injury-status questionable","Final L 3-24 @ CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"2350","T. Johnson","T. Johnson","WR","TB","9","","injury-status","Final W 20-17 @ MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2351","R. Davis","R. Davis","RB","BUF","7","","injury-status","Final L 16-22 @ NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"2352","B. Cupp","B. Cupp","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2353","B. Collins","B. Collins","WR","NYG","14","","injury-status","Final L 0-40 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2354","A. Dennis","A. Dennis","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2355","C. Stoudt","C. Stoudt","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2356","B. Green","B. Green","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2357","I. Washington","I. Washington","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2358","J. Polk","J. Polk","WR","NE","14","IR","injury-status ir","Final L 20-25 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2359","A. Marshall","A. Marshall","RB","CLE","9","","injury-status","Final W 24-3 vs CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2360","W. Sheppard","W. Sheppard","WR","GB","5","","injury-status","Final W 38-20 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2361","W. Thompson","W. Thompson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2362","J. Hawes","J. Hawes","TE","BUF","7","","injury-status","Final L 16-22 @ NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"2363","J. Wright","J. Wright","RB","MIA","12","Doub","injury-status doubtful","Final W 36-34 @ LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"2364","T. Knue","T. Knue","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2365","S. Shrader","S. Shrader","K","IND","11","","injury-status","Final L 21-31 vs JAX","-","-","-","-","-","-","-","-","-","-","-","-"
"2366","J. Smith","J. Smith","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2367","J. Waters","J. Waters","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2368","H. Mevis","H. Mevis","K","NYJ","9","","injury-status","Final W 22-16 vs BUF","-","-","-","-","-","-","-","-","-","-","-","-"
"2369","G. Oakes","G. Oakes","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2370","J. Daniels","J. Daniels","QB","WAS","12","","injury-status","Final W 20-16 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"2371","U. Bentley","U. Bentley","RB","IND","11","","injury-status","Final L 21-31 vs JAX","-","-","-","-","-","-","-","-","-","-","-","-"
"2372","B. Bowers","B. Bowers","TE","LV","8","","injury-status","Final W 17-16 @ DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2373","D. Wallis","D. Wallis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2374","B. Heard","B. Heard","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2375","C. Knox","C. Knox","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2376","B. Sasser","B. Sasser","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2377","Q. Ismail","Q. Ismail","WR","NYG","14","","injury-status","Final L 0-40 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2378","T. Harman","T. Harman","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2379","S. Pitz","S. Pitz","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2380","L. Stokes","L. Stokes","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2381","N. Johnson","N. Johnson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2382","C. Burton","C. Burton","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2383","C. Acosta","C. Acosta","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2384","D. Powell","D. Powell","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2385","Z. Franklin","Z. Franklin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2386","J. Jones","J. Jones","WR","MIN","6","","injury-status","Final L 17-20 vs TB","-","-","-","-","-","-","-","-","-","-","-","-"
"2387","R. Fairweather","R. Fairweather","TE","DAL","10","","injury-status","Final W 40-0 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"2388","B. Watson","B. Watson","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2389","T. Broden","T. Broden","WR","SEA","8","","injury-status","Final L 13-30 vs LAR","-","-","-","-","-","-","-","-","-","-","-","-"
"2390","K. Lambert-Smith","K. Lambert-Smith","WR","LAC","12","","injury-status","Final L 34-36 vs MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"2391","T. Sheffield","T. Sheffield","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2392","J. Westover","J. Westover","TE","NE","14","","injury-status","Final L 20-25 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2393","J. Jackson","J. Jackson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2394","C. Collier","C. Collier","RB","LV","8","","injury-status","Final W 17-16 @ DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2395","J. Milroe","J. Milroe","QB","SEA","8","","injury-status","Final L 13-30 vs LAR","-","-","-","-","-","-","-","-","-","-","-","-"
"2396","D. Bell","D. Bell","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2397","J. Jordan","J. Jordan","RB","HOU","6","","injury-status","Final L 9-25 @ BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2398","B. Chancellor","B. Chancellor","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2399","B. Presley","B. Presley","WR","LAR","8","","injury-status","Final W 30-13 @ SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"2400","S. Powell","S. Powell","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2401","A. Larson","A. Larson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2402","J. Galbreath","J. Galbreath","TE","PIT","5","","injury-status","Final L 7-30 vs SF","-","-","-","-","-","-","-","-","-","-","-","-"
"2403","M. DiLiello","M. DiLiello","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2404","T. Griffin","T. Griffin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2405","P. Conroy","P. Conroy","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2406","E. Frohnapfel","E. Frohnapfel","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2407","M. Price","M. Price","WR","MIN","6","","injury-status","Final L 17-20 vs TB","-","-","-","-","-","-","-","-","-","-","-","-"
