"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12","stat_13"
"182","D. Slayton","D. Slayton","WR","NYG","14","","injury-status","Final L 0-40 vs DAL","107","999.0","2","11","-","43","-","602","4","-","-","-","-"
"183","D. Schultz","D. Schultz","TE","HOU","6","","injury-status","Final L 9-25 @ BAL","106","118.1","-","-","-","54","-","553","4","-","-","-","-"
"184","D. Achane","D. Achane","RB","MIA","12","Ques","injury-status questionable","Final W 36-34 @ LAC","106","123.9","112","506","3","26","-","204","1","-","-","-","-"
"185","Philadelphia. Eagles","Philadelphia. Eagles","DEF","PHI","9","","injury-status","Final W 25-20 @ NE","106","106.4","-","-","-","-","-","-","-","-","-","-","-"
"186","Miami. Dolphins","Miami. Dolphins","DEF","MIA","12","","injury-status","Final W 36-34 @ LAC","106","157.8","-","-","-","-","-","-","-","-","-","-","-"
"187","M. Valdes-Scantling","M. Valdes-Scantling","WR","KC","10","","injury-status","Final L 20-21 vs DET","105","213.1","-","-","-","39","-","619","4","-","-","-","-"
"188","H. Butker","H. Butker","K","KC","10","","injury-status","Final L 20-21 vs DET","105","138.6","-","-","-","-","-","-","-","-","-","-","-"
"189","T. DeVito","T. DeVito","QB","NYG","14","","injury-status","Final L 0-40 vs DAL","105","647.8","36","126","2","-","-","-","-","129","215","1378","9"
"190","E. Mitchell","E. Mitchell","RB","SF","14","","injury-status","Final W 30-7 @ PIT","105","119.2","124","574","4","14","-","102","1","-","-","-","-"
"191","D. Kincaid","D. Kincaid","TE","BUF","7","","injury-status","Final L 16-22 @ NYJ","105","114.7","-","-","-","52","-","546","4","-","-","-","-"
"192","D. Carlson","D. Carlson","K","LV","8","","injury-status","Final W 17-16 @ DEN","104","139.5","-","-","-","-","-","-","-","-","-","-","-"
"193","J. Downs","J. Downs","WR","IND","11","Ques","injury-status questionable","Final L 21-31 vs JAX","104","238.3","6","29","-","50","-","577","3","-","-","-","-"
"194","Y. Koo","Y. Koo","K","ATL","5","","injury-status","Final W 24-10 vs CAR","103","145.8","-","-","-","-","-","-","-","-","-","-","-"
"195","T. Higbee","T. Higbee","TE","LAR","8","","injury-status","Final W 30-13 @ SEA","103","150.2","-","-","-","53","-","525","4","-","-","-","-"
"196","Seattle. Seahawks","Seattle. Seahawks","DEF","SEA","8","","injury-status","Final L 13-30 vs LAR","102","177.8","-","-","-","-","-","-","-","-","-","-","-"
"197","Pittsburgh. Steelers","Pittsburgh. Steelers","DEF","PIT","5","","injury-status","Final L 7-30 vs SF","102","161.4","-","-","-","-","-","-","-","-","-","-","-"
"198","New England. Patriots","New England. Patriots","DEF","NE","14","","injury-status","Final L 20-25 vs PHI","102","151.8","-","-","-","-","-","-","-","-","-","-","-"
"199","L. Musgrave","L. Musgrave","TE","GB","5","","injury-status","Final W 38-20 @ CHI","102","182.1","-","-","-","51","-","520","4","-","-","-","-"
"200","J. McKinnon","J. McKinnon","RB","KC","10","","injury-status","Final L 20-21 vs DET","101","125.3","48","201","2","44","-","313","3","-","-","-","-"
"201","New York. Jets","New York. Jets","DEF","NYJ","9","","injury-status","Final W 22-16 vs BUF","101","125.5","-","-","-","-","-","-","-","-","-","-","-"
"202","C. Okonkwo","C. Okonkwo","TE","TEN","10","","injury-status","Final L 15-16 @ NO","100","147.4","-","-","-","47","-","528","4","-","-","-","-"
"203","New Orleans. Saints","New Orleans. Saints","DEF","NO","11","","injury-status","Final W 16-15 vs TEN","100","149.9","-","-","-","-","-","-","-","-","-","-","-"
"204","Green Bay. Packers","Green Bay. Packers","DEF","GB","5","","injury-status","Final W 38-20 @ CHI","100","189.6","-","-","-","-","-","-","-","-","-","-","-"
"205","Cleveland. Browns","Cleveland. Browns","DEF","CLE","9","","injury-status","Final W 24-3 vs CIN","100","609.0","-","-","-","-","-","-","-","-","-","-","-"
"206","J. Sanders","J. Sanders","K","MIA","12","IR","injury-status ir","Final W 36-34 @ LAC","99","156.7","-","-","-","-","-","-","-","-","-","-","-"
"207","Cincinnati. Bengals","Cincinnati. Bengals","DEF","CIN","10","","injury-status","Final L 3-24 @ CLE","99","208.6","-","-","-","-","-","-","-","-","-","-","-"
"208","Z. Ertz","Z. Ertz","TE","","","","injury-status","BYE","99","232.2","-","-","-","55","-","533","3","-","-","-","-"
"209","T. Bigsby","T. Bigsby","RB","JAX","8","","injury-status","Final W 31-21 @ IND","99","131.1","113","475","4","19","-","137","1","-","-","-","-"
"210","I. Hodgins","I. Hodgins","WR","NYG","14","","injury-status","Final L 0-40 vs DAL","98","229.9","1","5","-","48","-","555","3","-","-","-","-"
"211","G. Gano","G. Gano","K","NYG","14","","injury-status","Final L 0-40 vs DAL","98","178.6","-","-","-","-","-","-","-","-","-","-","-"
"212","Tennessee. Titans","Tennessee. Titans","DEF","TEN","10","","injury-status","Final L 15-16 @ NO","98","223.1","-","-","-","-","-","-","-","-","-","-","-"
"213","G. Everett","G. Everett","TE","LAC","12","","injury-status","Final L 34-36 vs MIA","98","177.2","-","-","-","48","-","495","4","-","-","-","-"
"214","Washington. Commanders","Washington. Commanders","DEF","WAS","12","","injury-status","Final W 20-16 vs ARI","97","160.5","-","-","-","-","-","-","-","-","-","-","-"
"215","Los Angeles. Chargers","Los Angeles. Chargers","DEF","LAC","12","","injury-status","Final L 34-36 vs MIA","97","443.2","-","-","-","-","-","-","-","-","-","-","-"
"216","Denver. Broncos","Denver. Broncos","DEF","DEN","12","","injury-status","Final L 16-17 vs LV","97","182.1","-","-","-","-","-","-","-","-","-","-","-"
"217","Baltimore. Ravens","Baltimore. Ravens","DEF","BAL","7","","injury-status","Final W 25-9 vs HOU","97","143.6","-","-","-","-","-","-","-","-","-","-","-"
"218","C. Akers","C. Akers","RB","MIN","6","","injury-status","Final L 17-20 vs TB","96","58.1","128","528","4","13","-","91","1","-","-","-","-"
"219","Tampa Bay. Buccaneers","Tampa Bay. Buccaneers","DEF","TB","9","","injury-status","Final W 20-17 @ MIN","96","320.3","-","-","-","-","-","-","-","-","-","-","-"
"220","Jacksonville. Jaguars","Jacksonville. Jaguars","DEF","JAX","8","","injury-status","Final W 31-21 @ IND","96","205.2","-","-","-","-","-","-","-","-","-","-","-"
"221","Detroit. Lions","Detroit. Lions","DEF","DET","8","","injury-status","Final W 21-20 @ KC","96","554.3","-","-","-","-","-","-","-","-","-","-","-"
"222","R. Patterson","R. Patterson","K","CLE","9","","injury-status","Final W 24-3 vs CIN","95","681.9","-","-","-","-","-","-","-","-","-","-","-"
"223","New York. Giants","New York. Giants","DEF","NYG","14","","injury-status","Final L 0-40 vs DAL","95","359.4","-","-","-","-","-","-","-","-","-","-","-"
"224","Carolina. Panthers","Carolina. Panthers","DEF","CAR","14","","injury-status","Final L 10-24 @ ATL","95","999.0","-","-","-","-","-","-","-","-","-","-","-"
"225","M. Mayer","M. Mayer","TE","LV","8","","injury-status","Final W 17-16 @ DEN","95","197.6","-","-","-","45","-","483","4","-","-","-","-"
"226","M. Jones","M. Jones","WR","","","","injury-status","BYE","94","999.0","-","-","-","42","-","493","4","-","-","-","-"
"227","C. Otton","C. Otton","TE","TB","9","Ques","injury-status questionable","Final W 20-17 @ MIN","94","263.2","-","-","-","48","-","521","3","-","-","-","-"
"228","M. Gay","M. Gay","K","IND","11","","injury-status","Final L 21-31 vs JAX","94","206.7","-","-","-","-","-","-","-","-","-","-","-"
"229","Los Angeles. Rams","Los Angeles. Rams","DEF","LAR","8","","injury-status","Final W 30-13 @ SEA","94","340.1","-","-","-","-","-","-","-","-","-","-","-"
"230","Kansas City. Chiefs","Kansas City. Chiefs","DEF","KC","10","","injury-status","Final L 20-21 vs DET","94","203.3","-","-","-","-","-","-","-","-","-","-","-"
"231","P. Campbell","P. Campbell","WR","NYG","14","Ques","injury-status questionable","Final L 0-40 vs DAL","94","241.9","9","43","-","45","-","487","3","-","-","-","-"
"232","J. Elliott","J. Elliott","K","PHI","9","","injury-status","Final W 25-20 @ NE","93","144.0","-","-","-","-","-","-","-","-","-","-","-"
"233","C. Boswell","C. Boswell","K","PIT","5","","injury-status","Final L 7-30 vs SF","93","668.3","-","-","-","-","-","-","-","-","-","-","-"
"234","J. Johnson","J. Johnson","TE","NO","11","","injury-status","Final W 16-15 vs TEN","93","193.0","-","-","-","43","-","474","4","-","-","-","-"
"235","J. Browning","J. Browning","QB","CIN","10","","injury-status","Final L 3-24 @ CLE","93","999.0","26","103","1","-","-","-","-","141","231","1533","6"
"236","J. Ferguson","J. Ferguson","TE","DAL","10","","injury-status","Final W 40-0 @ NYG","92","206.3","-","-","-","45","-","459","4","-","-","-","-"
"237","J. Myers","J. Myers","K","SEA","8","","injury-status","Final L 13-30 vs LAR","92","168.0","-","-","-","-","-","-","-","-","-","-","-"
"238","R. Penny","R. Penny","RB","PHI","9","","injury-status","Final W 25-20 @ NE","92","106.5","103","503","4","9","-","67","1","-","-","-","-"
"239","G. Joseph","G. Joseph","K","MIN","6","","injury-status","Final L 17-20 vs TB","91","999.0","-","-","-","-","-","-","-","-","-","-","-"
"240","G. Zuerlein","G. Zuerlein","K","NYJ","9","Ques","injury-status questionable","Final W 22-16 vs BUF","91","672.9","-","-","-","-","-","-","-","-","-","-","-"
"241","G. Dulcich","G. Dulcich","TE","DEN","12","","injury-status","Final L 16-17 vs LV","91","174.1","-","-","-","48","-","489","3","-","-","-","-"
"242","C. Dicker","C. Dicker","K","LAC","12","","injury-status","Final L 34-36 vs MIA","90","181.7","-","-","-","-","-","-","-","-","-","-","-"
"243","W. Lutz","W. Lutz","K","DEN","12","","injury-status","Final L 16-17 vs LV","90","642.1","-","-","-","-","-","-","-","-","-","-","-"
"244","B. McManus","B. McManus","K","JAX","8","","injury-status","Final W 31-21 @ IND","90","167.6","-","-","-","-","-","-","-","-","-","-","-"
"245","H. Hurst","H. Hurst","TE","CAR","14","","injury-status","Final L 10-24 @ ATL","90","240.4","-","-","-","47","-","483","3","-","-","-","-"
"246","D. Knox","D. Knox","TE","BUF","7","","injury-status","Final L 16-22 @ NYJ","89","211.2","-","-","-","41","-","449","4","-","-","-","-"
"247","B. Aubrey","B. Aubrey","K","DAL","10","","injury-status","Final W 40-0 @ NYG","89","655.1","-","-","-","-","-","-","-","-","-","-","-"
"248","B. Grupe","B. Grupe","K","NO","11","","injury-status","Final W 16-15 vs TEN","89","437.8","-","-","-","-","-","-","-","-","-","-","-"
"249","I. Smith","I. Smith","TE","CIN","10","IR","injury-status ir","Final L 3-24 @ CLE","88","233.3","-","-","-","43","-","429","4","-","-","-","-"
"250","J. Moody","J. Moody","K","SF","14","","injury-status","Final W 30-7 @ PIT","88","226.3","-","-","-","-","-","-","-","-","-","-","-"
"251","Chicago. Bears","Chicago. Bears","DEF","CHI","5","","injury-status","Final L 20-38 vs GB","88","999.0","-","-","-","-","-","-","-","-","-","-","-"
"252","Atlanta. Falcons","Atlanta. Falcons","DEF","ATL","5","","injury-status","Final W 24-10 vs CAR","88","999.0","-","-","-","-","-","-","-","-","-","-","-"
"253","T. Hill","T. Hill","TE","NO","11","PUP","injury-status pup","Final W 16-15 vs TEN","87","199.9","77","391","4","7","-","70","1","16","27","121","1"
"254","Minnesota. Vikings","Minnesota. Vikings","DEF","MIN","6","","injury-status","Final L 17-20 vs TB","87","359.4","-","-","-","-","-","-","-","-","-","-","-"
"255","Indianapolis. Colts","Indianapolis. Colts","DEF","IND","11","","injury-status","Final L 21-31 vs JAX","87","352.4","-","-","-","-","-","-","-","-","-","-","-"
"256","M. Hardman","M. Hardman","WR","KC","10","","injury-status","Final L 20-21 vs DET","86","999.0","6","34","1","36","-","408","3","-","-","-","-"
"257","T. Conklin","T. Conklin","TE","NYJ","9","","injury-status","Final W 22-16 vs BUF","85","237.7","-","-","-","46","-","441","3","-","-","-","-"
"258","M. Prater","M. Prater","K","ARI","8","Ques","injury-status questionable","Final L 16-20 @ WAS","84","999.0","-","-","-","-","-","-","-","-","-","-","-"
"259","Las Vegas. Raiders","Las Vegas. Raiders","DEF","LV","8","","injury-status","Final W 17-16 @ DEN","84","341.5","-","-","-","-","-","-","-","-","-","-","-"
"260","K. Bourne","K. Bourne","WR","NE","14","Ques","injury-status questionable","Final L 20-25 vs PHI","83","999.0","6","33","-","36","-","441","3","-","-","-","-"
"261","V. Jefferson","V. Jefferson","WR","ATL","5","","injury-status","Final W 24-10 vs CAR","83","187.9","1","6","-","38","-","456","3","-","-","-","-"
"262","Houston. Texans","Houston. Texans","DEF","HOU","6","","injury-status","Final L 9-25 @ BAL","83","339.7","-","-","-","-","-","-","-","-","-","-","-"
"263","Arizona. Cardinals","Arizona. Cardinals","DEF","ARI","8","","injury-status","Final L 16-20 @ WAS","83","676.5","-","-","-","-","-","-","-","-","-","-","-"
"264","M. Wilson","M. Wilson","WR","ARI","8","","injury-status","Final L 16-20 @ WAS","82","251.0","-","-","-","37","-","457","3","-","-","-","-"
"265","J. Flacco","J. Flacco","QB","CLE","9","","injury-status","Final W 24-3 vs CIN","82","667.1","6","5","-","-","-","-","-","130","229","1388","8"
"266","C. McLaughlin","C. McLaughlin","K","TB","9","","injury-status","Final W 20-17 @ MIN","82","999.0","-","-","-","-","-","-","-","-","-","-","-"
"267","J. Slye","J. Slye","K","WAS","12","","injury-status","Final W 20-16 vs ARI","82","999.0","-","-","-","-","-","-","-","-","-","-","-"
"268","A. Robinson","A. Robinson","WR","PIT","5","","injury-status","Final L 7-30 vs SF","82","265.7","-","-","-","40","-","438","3","-","-","-","-"
"269","W. Robinson","W. Robinson","WR","NYG","14","","injury-status","Final L 0-40 vs DAL","82","240.4","6","29","-","37","-","421","3","-","-","-","-"
"270","L. Murray","L. Murray","RB","BUF","7","","injury-status","Final L 16-22 @ NYJ","81","999.0","112","461","4","9","-","66","-","-","-","-","-"
"271","K. Hunt","K. Hunt","RB","CLE","9","","injury-status","Final W 24-3 vs CIN","81","173.6","80","328","2","20","-","161","2","-","-","-","-"
"272","N. Folk","N. Folk","K","TEN","10","","injury-status","Final L 15-16 @ NO","80","999.0","-","-","-","-","-","-","-","-","-","-","-"
"273","D. Hopkins","D. Hopkins","K","CLE","9","","injury-status","Final W 24-3 vs CIN","80","999.0","-","-","-","-","-","-","-","-","-","-","-"
"274","T. Spears","T. Spears","RB","TEN","10","IR","injury-status ir","Final L 15-16 @ NO","80","186.7","79","338","2","23","-","166","1","-","-","-","-"
"275","K. Shakir","K. Shakir","WR","BUF","7","Ques","injury-status questionable","Final L 16-22 @ NYJ","79","260.8","2","9","-","35","-","429","3","-","-","-","-"
"276","K. Miller","K. Miller","RB","NO","11","","injury-status","Final W 16-15 vs TEN","79","158.1","84","354","3","15","-","121","1","-","-","-","-"
"277","T. McBride","T. McBride","TE","ARI","8","","injury-status","Final L 16-20 @ WAS","78","242.3","-","-","-","41","-","416","3","-","-","-","-"
"278","Z. Moss","Z. Moss","RB","IND","11","Ques","injury-status questionable","Final L 21-31 vs JAX","78","224.8","96","403","3","15","-","122","-","-","-","-","-"
"279","J. Metchie","J. Metchie","WR","HOU","6","","injury-status","Final L 9-25 @ BAL","77","222.9","-","-","-","35","-","418","3","-","-","-","-"
"280","B. Maher","B. Maher","K","LAR","8","","injury-status","Final W 30-13 @ SEA","77","999.0","-","-","-","-","-","-","-","-","-","-","-"
"281","K. Fairbairn","K. Fairbairn","K","HOU","6","","injury-status","Final L 9-25 @ BAL","77","999.0","-","-","-","-","-","-","-","-","-","-","-"
"282","C. Santos","C. Santos","K","CHI","5","","injury-status","Final L 20-38 vs GB","77","674.1","-","-","-","-","-","-","-","-","-","-","-"
"283","C. Ryland","C. Ryland","K","NE","14","","injury-status","Final L 20-25 vs PHI","77","602.9","-","-","-","-","-","-","-","-","-","-","-"
"284","C. Edwards-Helaire","C. Edwards-Helaire","RB","KC","10","","injury-status","Final L 20-21 vs DET","77","202.5","80","338","3","15","-","114","1","-","-","-","-"
"285","C. Brown","C. Brown","RB","CIN","10","","injury-status","Final L 3-24 @ CLE","77","201.5","83","353","3","15","-","118","1","-","-","-","-"
"286","N. Fant","N. Fant","TE","SEA","8","","injury-status","Final L 13-30 vs LAR","76","264.5","-","-","-","34","-","411","3","-","-","-","-"
"287","E. Pineiro","E. Pineiro","K","CAR","14","","injury-status","Final L 10-24 @ ATL","76","999.0","-","-","-","-","-","-","-","-","-","-","-"
"288","L. Thomas","L. Thomas","TE","WAS","12","","injury-status","Final W 20-16 vs ARI","76","999.0","-","-","-","39","-","384","3","-","-","-","-"
"289","T. Palmer","T. Palmer","WR","TB","9","","injury-status","Final W 20-17 @ MIN","75","999.0","-","-","-","32","-","413","3","-","-","-","-"
"290","A. Carlson","A. Carlson","K","GB","5","","injury-status","Final W 38-20 @ CHI","75","621.0","-","-","-","-","-","-","-","-","-","-","-"
"291","P. Strong","P. Strong","RB","CLE","9","IR","injury-status ir","Final W 24-3 vs CIN","75","268.6","82","344","2","20","-","142","1","-","-","-","-"
"292","R. Johnson","R. Johnson","RB","CHI","5","Ques","injury-status questionable","Final L 20-38 vs GB","74","172.9","73","306","3","17","-","127","1","-","-","-","-"
"293","H. Renfrow","H. Renfrow","WR","LV","8","","injury-status","Final W 17-16 @ DEN","73","220.0","3","14","-","39","-","403","2","-","-","-","-"
"294","Z. White","Z. White","RB","LV","8","","injury-status","Final W 17-16 @ DEN","73","210.8","96","393","3","13","-","91","-","-","-","-","-"
