"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12","stat_13"
"1516","C. Sims","C. Sims","WR","CAR","14","Ques","injury-status questionable","Final L 10-24 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1517","S. Fields","S. Fields","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1518","R. Jeune","R. Jeune","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1519","L. Gonzalez","L. Gonzalez","WR","","","","injury-status","BYE","-","320.7","-","-","-","-","-","-","-","-","-","-","-"
"1520","J. Diarse","J. Diarse","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1521","S. Bailey","S. Bailey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1522","E. Philips","E. Philips","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1523","P. Pujals","P. Pujals","QB","","","","injury-status","BYE","-","367.0","-","-","-","-","-","-","-","-","-","-","-"
"1524","A. Foreman","A. Foreman","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1525","J. Crawford","J. Crawford","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1526","T. Moore","T. Moore","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1527","S. Wilson","S. Wilson","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1528","J. Heneghan","J. Heneghan","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1529","M. McCrane","M. McCrane","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1530","A. Bloom","A. Bloom","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1531","J. Trinnaman","J. Trinnaman","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1532","E. Sanders","E. Sanders","WR","","","","injury-status","BYE","-","277.0","-","-","-","-","-","-","-","-","-","-","-"
"1533","D. Miller","D. Miller","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1534","A. Manzo-Lewis","A. Manzo-Lewis","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1535","N. Sharga","N. Sharga","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1536","N. Miller-Hines","N. Miller-Hines","RB","BUF","7","","injury-status","Final L 16-22 @ NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1537","J. Looney","J. Looney","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1538","A. Callaway","A. Callaway","WR","","","","injury-status","BYE","-","484.9","-","-","-","-","-","-","-","-","-","-","-"
"1539","E. Wellman","E. Wellman","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1540","D. Pierson-El","D. Pierson-El","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1541","M. Holder","M. Holder","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1542","J. Veasy","J. Veasy","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1543","D. Ross","D. Ross","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1544","D. Burnett","D. Burnett","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1545","C. Batson","C. Batson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1546","A. Allen","A. Allen","QB","","","","injury-status","BYE","-","590.5","-","-","-","-","-","-","-","-","-","-","-"
"1547","K. White","K. White","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1548","J. Franklin","J. Franklin","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1549","D. Yelder","D. Yelder","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1550","T. Hoppes","T. Hoppes","TE","","","","injury-status","BYE","-","374.7","-","-","-","-","-","-","-","-","-","-","-"
"1551","J. Badet","J. Badet","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1552","K. Pettway","K. Pettway","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1553","B. Howell","B. Howell","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1554","C. McElroy","C. McElroy","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1555","B. Johnson","B. Johnson","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1556","N. Shimonek","N. Shimonek","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1557","B. Mack","B. Mack","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1558","C. Litton","C. Litton","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1559","J. Weah","J. Weah","WR","","","","injury-status","BYE","-","405.0","-","-","-","-","-","-","-","-","-","-","-"
"1560","V. Smith","V. Smith","WR","","","","injury-status","BYE","-","379.0","-","-","-","-","-","-","-","-","-","-","-"
"1561","T. Redding","T. Redding","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1562","J. Williams","J. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1563","J. Franks","J. Franks","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1564","R. Lawry","R. Lawry","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1565","T. Davis","T. Davis","K","","","","injury-status","BYE","-","282.2","-","-","-","-","-","-","-","-","-","-","-"
"1566","R. Foster","R. Foster","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1567","A. Levrone","A. Levrone","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1568","D. Marvin","D. Marvin","K","","","","injury-status","BYE","-","281.7","-","-","-","-","-","-","-","-","-","-","-"
"1569","J. Roh","J. Roh","TE","","","","injury-status","BYE","-","290.0","-","-","-","-","-","-","-","-","-","-","-"
"1570","T. Mangen","T. Mangen","TE","","","","injury-status","BYE","-","359.5","-","-","-","-","-","-","-","-","-","-","-"
"1571","D. Gray","D. Gray","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1572","D. Clark","D. Clark","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1573","D. Byrd","D. Byrd","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1574","C. Blake","C. Blake","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1575","D. Marx","D. Marx","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1576","L. Jordan","L. Jordan","QB","","","","injury-status","BYE","-","625.7","-","-","-","-","-","-","-","-","-","-","-"
"1577","A. Ramesh","A. Ramesh","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1578","K. Lewis","K. Lewis","WR","","","","injury-status","BYE","-","259.0","-","-","-","-","-","-","-","-","-","-","-"
"1579","D. Wells","D. Wells","TE","TB","9","","injury-status","Final W 20-17 @ MIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1580","M. Baugh","M. Baugh","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1581","C. Hunt","C. Hunt","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1582","J. Barrett","J. Barrett","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1583","T. Williams","T. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1584","C. Scott","C. Scott","WR","TEN","10","","injury-status","Final L 15-16 @ NO","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1585","J. Reese","J. Reese","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1586","J. Wieneke","J. Wieneke","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1587","K. Robertson","K. Robertson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1588","M. Murdock","M. Murdock","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1589","T. Swanson","T. Swanson","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1590","R. Gafford","R. Gafford","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1591","E. Wolf","E. Wolf","TE","","","","injury-status","BYE","-","525.3","-","-","-","-","-","-","-","-","-","-","-"
"1592","A. Wadley","A. Wadley","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1593","D. Grayson","D. Grayson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1594","K. Rader","K. Rader","TE","TEN","10","Ques","injury-status questionable","Final L 15-16 @ NO","-","354.0","-","-","-","-","-","-","-","-","-","-","-"
"1595","P. Lindsay","P. Lindsay","RB","","","","injury-status","BYE","-","357.5","-","-","-","-","-","-","-","-","-","-","-"
"1596","M. Earl","M. Earl","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1597","J. Chunn","J. Chunn","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1598","D. Sturm","D. Sturm","QB","","","","injury-status","BYE","-","399.0","-","-","-","-","-","-","-","-","-","-","-"
"1599","D. Scott","D. Scott","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1600","R. Nall","R. Nall","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1601","R. Bonnafon","R. Bonnafon","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1602","A. Vollert","A. Vollert","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1603","C. Willis","C. Willis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1604","L. McNitt","L. McNitt","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1605","M. Williams","M. Williams","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1606","D. Richard","D. Richard","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1607","K. Benkert","K. Benkert","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1608","J. Acklin","J. Acklin","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1609","T. Quinn","T. Quinn","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1610","M. Carter","M. Carter","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1611","J. Adams","J. Adams","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1612","S. Mitchell","S. Mitchell","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1613","A. Tate","A. Tate","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1614","A. Jennings","A. Jennings","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1615","L. Woodside","L. Woodside","QB","ATL","5","","injury-status","Final W 24-10 vs CAR","-","264.0","-","-","-","-","-","-","-","-","-","-","-"
"1616","A. Proehl","A. Proehl","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1617","D. Patterson","D. Patterson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1618","A. McGough","A. McGough","QB","GB","5","","injury-status","Final W 38-20 @ CHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1619","T. Cannon","T. Cannon","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1620","D. Etling","D. Etling","QB","","","","injury-status","BYE","-","300.3","-","-","-","-","-","-","-","-","-","-","-"
"1621","J. Thomas","J. Thomas","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1622","N. Bawden","N. Bawden","RB","NYJ","9","","injury-status","Final W 22-16 vs BUF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1623","B. Scarbrough","B. Scarbrough","RB","","","","injury-status","BYE","-","418.8","-","-","-","-","-","-","-","-","-","-","-"
"1624","J. Wims","J. Wims","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1625","R. Gage","R. Gage","WR","TB","9","Ques","injury-status questionable","Final W 20-17 @ MIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1626","L. Falk","L. Falk","QB","","","","injury-status","BYE","-","536.0","-","-","-","-","-","-","-","-","-","-","-"
"1627","J. Samuels","J. Samuels","RB","","","","injury-status","BYE","-","280.0","-","-","-","-","-","-","-","-","-","-","-"
"1628","D. Cantrell","D. Cantrell","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1629","D. Fountain","D. Fountain","WR","DET","8","","injury-status","Final W 21-20 @ KC","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1630","D. Cain","D. Cain","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1631","J. Wilkins","J. Wilkins","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1632","R. Izzo","R. Izzo","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1633","T. Fumagalli","T. Fumagalli","TE","MIN","6","","injury-status","Final L 17-20 vs TB","-","654.0","-","-","-","-","-","-","-","-","-","-","-"
"1634","D. Ratley","D. Ratley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1635","J. Kelly","J. Kelly","RB","CLE","9","","injury-status","Final W 24-3 vs CIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1636","K. Johnson","K. Johnson","RB","","","","injury-status","BYE","-","268.0","-","-","-","-","-","-","-","-","-","-","-"
"1637","A. Miller","A. Miller","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1638","C. Herndon","C. Herndon","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1639","J. Scott","J. Scott","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1640","I. Smith","I. Smith","RB","DAL","10","","injury-status","Final W 40-0 @ NYG","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1641","D. Hamilton","D. Hamilton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1642","M. Walton","M. Walton","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1643","K. Lauletta","K. Lauletta","QB","","","","injury-status","BYE","-","506.5","-","-","-","-","-","-","-","-","-","-","-"
"1644","K. Ballage","K. Ballage","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1645","N. Chubb","N. Chubb","RB","CLE","9","","injury-status","Final W 24-3 vs CIN","-","10.6","-","-","-","-","-","-","-","-","-","-","-"
"1646","S. Michel","S. Michel","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1647","D. Guice","D. Guice","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1648","M. Ateman","M. Ateman","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1649","D. Smith","D. Smith","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1650","S. Noil","S. Noil","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1651","A. Riles","A. Riles","WR","IND","11","","injury-status","Final L 21-31 vs JAX","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1652","S. Howard","S. Howard","QB","SEA","8","","injury-status","Final L 13-30 vs LAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1653","J. Williams","J. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1654","A. Appleby","A. Appleby","QB","","","","injury-status","BYE","-","411.0","-","-","-","-","-","-","-","-","-","-","-"
"1655","F. House","F. House","TE","CHI","5","","injury-status","Final L 20-38 vs GB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1656","A. Fulwood","A. Fulwood","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1657","N. Schuessler","N. Schuessler","QB","PIT","5","","injury-status","Final L 7-30 vs SF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1658","Z. Terrell","Z. Terrell","QB","BAL","7","","injury-status","Final W 25-9 vs HOU","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1659","R. Shell","R. Shell","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1660","G. Scantling","G. Scantling","WR","ATL","5","","injury-status","Final W 24-10 vs CAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1661","D. Virgies","D. Virgies","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1662","Q. McDuffie","Q. McDuffie","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1663","D. Amendola","D. Amendola","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1664","C. Daniel","C. Daniel","QB","","","","injury-status","BYE","-","389.0","-","-","-","-","-","-","-","-","-","-","-"
"1665","L. Atkins","L. Atkins","WR","","","","injury-status","BYE","-","323.2","-","-","-","-","-","-","-","-","-","-","-"
"1666","B. Zylstra","B. Zylstra","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1667","C. Bazile","C. Bazile","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1668","J. Robinson","J. Robinson","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1669","J. Rosen","J. Rosen","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1670","K. Taylor","K. Taylor","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1671","J. Evans","J. Evans","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1672","M. Leidner","M. Leidner","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1673","D. Sims","D. Sims","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1674","A. Price","A. Price","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1675","J. Liggins","J. Liggins","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1676","D. Williams","D. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1677","R. Davis","R. Davis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1678","G. Hopper","G. Hopper","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1679","K. Lucas","K. Lucas","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1680","J. Staples","J. Staples","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1681","B. Riley","B. Riley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1682","D. Hampton","D. Hampton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1683","M. Bracy","M. Bracy","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1684","M. Estes","M. Estes","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1685","B. Radcliff","B. Radcliff","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1686","P. Howard","P. Howard","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1687","N. Iese","N. Iese","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1688","C. Germany","C. Germany","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1689","J. Rounds","J. Rounds","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1690","T. Armstrong Jr.","T. Armstrong Jr.","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1691","D. Victor","D. Victor","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1692","R. Wheelwright","R. Wheelwright","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1693","J. Westerkamp","J. Westerkamp","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1694","J. Seales","J. Seales","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1695","K. Whitfield","K. Whitfield","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1696","B. Cherry","B. Cherry","WR","","","","injury-status","BYE","-","438.0","-","-","-","-","-","-","-","-","-","-","-"
"1697","D. Hayes","D. Hayes","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1698","D. Olson","D. Olson","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1699","D. Llorens","D. Llorens","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1700","A. Zaruba","A. Zaruba","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1701","F. Brown","F. Brown","WR","","","","injury-status","BYE","-","600.0","-","-","-","-","-","-","-","-","-","-","-"
"1702","L. Lenoir","L. Lenoir","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1703","C. Posey","C. Posey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1704","S. Donatell","S. Donatell","TE","","","","injury-status","BYE","-","448.5","-","-","-","-","-","-","-","-","-","-","-"
"1705","B. Burns","B. Burns","TE","BAL","7","","injury-status","Final W 25-9 vs HOU","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1706","C. Pearson","C. Pearson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1707","A. Gray","A. Gray","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1708","J. Bacci","J. Bacci","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1709","S. Cotton","S. Cotton","TE","","","","injury-status","BYE","-","593.7","-","-","-","-","-","-","-","-","-","-","-"
"1710","B. Houston","B. Houston","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1711","M. Paige","M. Paige","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1712","P. Odom","P. Odom","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1713","S. Ryan","S. Ryan","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1714","G. Pascascio","G. Pascascio","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1715","K. Mabon","K. Mabon","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1716","T. Ferguson","T. Ferguson","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1717","K. Snead","K. Snead","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1718","K. Abdullah","K. Abdullah","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1719","T. Edmunds","T. Edmunds","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1720","A. Bailey","A. Bailey","QB","BAL","7","","injury-status","Final W 25-9 vs HOU","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1721","L. Clark","L. Clark","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1722","T. Swoopes","T. Swoopes","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1723","D. Rogers","D. Rogers","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1724","A. Brown","A. Brown","RB","","","","injury-status","BYE","-","337.0","-","-","-","-","-","-","-","-","-","-","-"
"1725","A. Scott","A. Scott","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1726","A. Patton","A. Patton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1727","E. Jenkins","E. Jenkins","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1728","S. Culkin","S. Culkin","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1729","B. Brown","B. Brown","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1730","C. Thompson","C. Thompson","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1731","K. Johnson","K. Johnson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1732","L. Tillery","L. Tillery","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1733","I. Mathers","I. Mathers","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1734","A. Etta-Tawo","A. Etta-Tawo","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1735","T. Cook","T. Cook","RB","","","","injury-status","BYE","-","470.5","-","-","-","-","-","-","-","-","-","-","-"
