,date,category,last_modified,week,season,season_type,sport,game_id,updated_at,player_id,team_x,company,opponent,adp_2qb,adp_dynasty,adp_dynasty_2qb,adp_dynasty_half_ppr,adp_dynasty_ppr,adp_dynasty_std,adp_half_ppr,adp_idp,adp_ppr,adp_rookie,adp_std,cmp_pct,fum_lost,gp,pass_2pt,pass_att,pass_cmp,pass_fd,pass_int,pass_td,pass_yd,pts_half_ppr,pts_ppr,pts_std,rush_att,rush_fd,rush_td,rush_yd,bonus_rec_rb,rec,rec_0_4,rec_10_19,rec_20_29,rec_30_39,rec_40p,rec_5_9,rec_fd,rec_td,rec_yd,rush_2pt,bonus_rec_wr,bonus_rec_te,def_kr_td,fgm_40_49,fgm_50p,fgm_yds,fgmiss_40_49,fgmiss_50p,xpm,xpmiss,blk_kick,def_fum_td,fum_rec,int,pass_int_td,pts_allow_0,sack,safe,yds_allow_0_100,pr_td,idp_sack,idp_safe,idp_tkl,idp_tkl_ast,idp_tkl_solo,fantasy_positions,first_name,injury_body_part,injury_notes,injury_start_date,injury_status,last_name,news_updated,position,team_y,team_abbr,team_changed_at,years_exp,metadata.channel_id,metadata.rookie_year,metadata,metadata.injury_override_regular_2020_5,metadata.source_id,metadata.years_exp_shift,metadata.injury_override_off_2021_0,metadata.override_active,metadata.injury_override_regular_2020_10,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2021_3,metadata.injury_override_regular_2021_4,pos_med,pos_min,var,pred_variance,prev_mean_error,prev_var_error,prev_mean_actual,lambda,adjusted_pts
112,,proj,1724831470110,,2024,regular,nfl,season,2024-08-28 07:51:10.110,7525,PHI,rotowire,,60.6,999.0,45.1,30.2,29.5,30.2,47.3,47.0,48.7,999.0,47.3,,1.0,18.0,,,,,,,,181.2,223.7,138.7,1.0,0.6000000000000001,,6.0,,85.0,17.0,25.5,17.0,8.5,8.5,17.0,104.1,6.0,1041.0,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],DeVonta,,,,,Smith,1724364055513.0,WR,PHI,,,3.0,1113708714856050688,2021,,,,,,,,,,,,,,189.25,156.0,25.19999999999999,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,177.8376332050642
113,,proj,1724831472678,,2024,regular,nfl,season,2024-08-28 07:51:12.678,9997,BAL,rotowire,,70.9,999.0,55.9,42.1,42.5,42.1,52.7,60.2,52.7,999.0,52.7,,1.0,18.0,,,,,,,,172.8,213.3,132.3,8.0,5.1,,51.0,,81.0,16.2,24.3,16.2,8.1,8.1,16.2,93.2,6.0,932.0,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Zay,,,,,Flowers,1724343343714.0,WR,BAL,,,1.0,1113708866622746624,2023,,,,,,,,,,,,,,189.25,156.0,16.80000000000001,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,174.92306543849423
114,,proj,1724831472610,,2024,regular,nfl,season,2024-08-28 07:51:12.610,9502,HOU,rotowire,,73.4,999.0,60.4,46.5,46.7,46.5,54.9,66.7,54.0,999.0,54.9,,1.0,18.0,,,,,,,,182.3,222.3,142.3,12.0,6.8,,68.0,,80.0,16.0,24.0,16.0,8.0,8.0,16.0,101.5,6.0,1015.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Tank,,,,,Dell,1724849762279.0,WR,HOU,,,1.0,1113708783609081857,2023,,,,,,,,,,,,,,189.25,156.0,26.30000000000001,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,178.2193027935436
115,,proj,1724831463713,,2024,regular,nfl,season,2024-08-28 07:51:03.713,2309,CLE,rotowire,,66.4,999.0,98.8,84.5,79.3,84.5,55.2,82.1,59.6,999.0,55.2,,1.0,18.0,,,,,,,,186.6,223.6,149.6,1.0,0.5,,5.0,,74.0,14.8,22.2,14.8,7.4,7.4,14.8,109.1,7.0,1091.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Amari,,,,,Cooper,1724546425277.0,WR,CLE,,,9.0,1113708836566364160,2015,,,,,,,,,,,,,,189.25,156.0,30.599999999999994,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,179.7112839121449
116,,proj,1724831468927,,2024,regular,nfl,season,2024-08-28 07:51:08.927,6801,CIN,rotowire,,71.5,999.0,62.2,47.5,50.3,47.5,57.3,67.2,60.1,999.0,57.3,,1.0,18.0,,,,,,,,178.8,214.8,142.8,1.0,0.5,,5.0,,72.0,14.4,21.6,14.4,7.2,7.2,14.4,102.3,7.0,1023.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Tee,,,,,Higgins,1724368255583.0,WR,CIN,,,4.0,1113708806262517760,2020,,,,,,,,,,,,,,189.25,156.0,22.80000000000001,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,177.00489955747278
117,,proj,1724831471193,,2024,regular,nfl,season,2024-08-28 07:51:11.193,8137,PIT,rotowire,,71.3,999.0,63.7,57.3,60.2,57.3,60.8,63.6,57.0,999.0,60.8,,1.0,18.0,,,,,,,,177.7,213.2,142.2,2.0,1.0,,10.0,,71.0,14.2,21.3,14.2,7.1,7.1,14.2,107.2,6.0,1072.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],George,,,,,Pickens,1724861163133.0,WR,PIT,,,2.0,1113708816114937856,2022,,,,,,,,,,,,,,189.25,156.0,21.69999999999999,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,176.62322996899337
118,,proj,1724831463177,,2024,regular,nfl,season,2024-08-28 07:51:03.177,1479,CHI,rotowire,,77.2,999.0,116.7,102.9,95.4,102.9,65.5,107.0,64.3,999.0,65.5,,1.0,18.0,,,,,,,,170.4,212.4,128.4,2.0,1.1,,11.0,,84.0,16.8,25.2,16.8,8.4,8.4,16.8,93.3,6.0,933.0,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Keenan,,,,,Allen,1723919121434.0,WR,CHI,,,11.0,1113708763287678977,2013,,,,,,,,,,,,,,189.25,156.0,14.400000000000006,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,174.0903317909028
119,,proj,1724831466120,,2024,regular,nfl,season,2024-08-28 07:51:06.120,4950,JAX,rotowire,,76.1,999.0,101.6,89.9,87.7,89.9,67.7,99.2,66.6,999.0,67.7,,1.0,18.0,,,,,,,,178.8,219.3,138.3,2.0,1.1,,11.0,,81.0,16.2,24.3,16.2,8.1,8.1,16.2,103.2,6.0,1032.0,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Christian,Calf,,,Questionable,Kirk,1724720445387.0,WR,JAX,,,6.0,1113708894410010624,2018,,,,,,,,,,,,,,189.25,156.0,22.80000000000001,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,177.00489955747278
120,,proj,1724831467601,,2024,regular,nfl,season,2024-08-28 07:51:07.601,5927,WAS,rotowire,,81.1,999.0,92.2,83.2,82.6,83.2,68.0,91.6,68.7,999.0,68.0,,1.0,18.0,,,,,,,,168.9,207.4,130.4,1.0,0.6000000000000001,,6.0,,77.0,15.4,23.1,15.4,7.7,7.7,15.4,101.8,5.0,1018.0,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Terry,,,,,McLaurin,1724287534624.0,WR,WAS,,,5.0,1113708698389213184,2019,,,,,,,,,,,,,,189.25,156.0,12.900000000000006,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,173.56987326115816
121,,proj,1724831461598,,2024,regular,nfl,season,2024-08-28 07:51:01.598,11620,CHI,rotowire,,91.6,999.0,39.9,28.5,34.7,28.5,72.8,55.7,72.6,999.0,72.8,,1.0,18.0,,,,,,,,166.3,201.8,130.8,1.0,0.7000000000000001,,7.0,,71.0,14.2,21.3,14.2,7.1,7.1,14.2,96.1,6.0,961.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Rome,,,,,Odunze,1724604933876.0,WR,CHI,,,0.0,1113708767121272832,2024,,,,,,,,,,,,,,189.25,156.0,10.300000000000011,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,172.6677451429341
122,,proj,1724831460180,,2024,regular,nfl,season,2024-08-28 07:51:00.180,10222,GB,rotowire,,87.5,999.0,81.7,75.5,73.7,75.5,74.1,90.6,74.6,999.0,74.1,,1.0,18.0,,,,,,,,165.7,201.2,130.2,13.0,7.6,1.0,76.0,,71.0,14.2,21.3,14.2,7.1,7.1,14.2,88.6,5.0,886.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Jayden,,,,,Reed,1723135532386.0,WR,GB,,,1.0,1113708797341233152,2023,,,,,,,,,,,,,,189.25,156.0,9.699999999999989,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,172.45956173103627
123,,proj,1724831461603,,2024,regular,nfl,season,2024-08-28 07:51:01.603,11624,KC,rotowire,,95.7,999.0,65.3,55.5,59.1,55.5,76.3,74.8,76.7,999.0,76.3,,,18.0,,,,,,,,156.0,188.0,124.0,3.0,2.2,,22.0,,64.0,12.8,19.2,12.8,6.4,6.4,12.8,85.8,6.0,858.0,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Xavier,,,,,Worthy,1723998635867.0,WR,KC,,,0.0,1113708749039628288,2024,,,,,,,,,,,,,,189.25,156.0,0.0,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,169.09392990535426
124,,proj,1724831464902,,2024,regular,nfl,season,2024-08-28 07:51:04.902,4037,TB,rotowire,,89.3,999.0,107.2,97.1,95.7,97.1,79.3,113.0,75.0,999.0,79.3,,1.0,18.0,,,,,,,,172.1,215.6,128.6,4.0,2.6,,26.0,,87.0,17.4,26.1,17.4,8.7,8.7,17.4,98.0,5.0,980.0,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Chris,,,,,Godwin,1724512520545.0,WR,TB,,,7.0,1113708732514070528,2017,,,,,,,,,,,,,,189.25,156.0,16.099999999999994,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,174.68018479128006
